# channels number
2
# samples number
1000
# sampling rate
0.89
# start date
01-01-0001
# start time
00:00:00.000
# channels names
Рабб(4,2);Рабб(6,3)
0.4222924 0.3424341
0.3920457 0.3222829
0.3495685 0.2440651
0.1375849 0.2077964
-0.06616966 0.2777449
-0.0147166 0.3367515
0.005056051 0.2535321
-0.190813 0.2306931
-0.3957676 0.3149793
-0.4679343 0.3755293
-0.2456704 0.3107049
-0.2725343 0.1529551
-0.5001587 0.1283924
-0.5091271 0.2822423
-0.3154862 0.4518309
0.009144053 0.4512883
0.0362898 0.2929469
-0.07262056 0.3446415
0.05931092 0.6522577
0.4847514 0.6682035
0.6875991 0.143528
0.4911545 -0.3431795
0.1876994 -0.2298796
0.3705149 0.08586096
0.6579309 -0.2193081
0.5723947 -0.7259548
0.2008137 -0.7461278
-0.09016913 -0.2223413
0.01199474 0.002975286
0.2446699 -0.2446537
0.1075023 -0.3938325
-0.1963987 -0.08146669
-0.2864597 0.2831975
0.01771436 0.2912982
0.04665707 0.1083299
-0.1481848 -0.08418599
-0.2196244 -0.08292538
-0.008716921 0.01395969
0.0240374 0.05505145
-0.04163237 -0.1186037
-0.2522746 -0.3807505
-0.2595932 -0.4787749
-0.1109992 -0.244126
-0.1402045 0.01546057
-0.4851034 0.04564951
-0.5229923 0.03700774
-0.3165244 0.2199062
-0.2088957 0.4711174
-0.3918065 0.5066502
-0.5586565 0.2942152
-0.4401606 0.08725575
-0.2282789 0.15591
0.03220304 0.1938625
-0.1539531 0.06751078
-0.3849633 -0.0617795
-0.1377734 -0.05377859
0.2481264 -0.06332953
0.3008327 0.03772659
0.0515882 0.06817984
-0.178191 0.05257828
-0.05407567 0.1254183
0.2013671 0.4174111
0.09286927 0.665108
-0.1883714 0.5911689
-0.3767813 0.4795542
-0.1400809 0.5249483
0.08525522 0.6278624
-0.008477168 0.5165491
-0.1318744 0.1940224
-0.2409347 0.07820196
-0.08087412 0.3045489
0.1462551 0.5414352
0.2533788 0.5415702
0.01077896 0.3347909
-0.128077 0.4295183
0.0314071 0.7266391
0.22935 0.8496181
0.2092858 0.4302194
0.05885087 -0.02868746
-0.05554898 -0.04664316
0.1575201 0.03411728
0.223827 -0.1431253
0.1890043 -0.3939871
0.1268118 -0.2732855
-0.01849558 -0.06460031
-0.01092143 -0.03786873
0.06340481 -0.2463875
0.102419 -0.2320111
-0.007840645 0.2432087
-0.06690688 0.5832882
-0.04648404 0.308275
0.03770313 -0.136279
0.120262 -0.2305587
-0.05787886 0.01331486
-0.2048867 0.02403736
-0.1269788 -0.2553528
-0.07246204 -0.5104215
-0.1951336 -0.2045524
-0.3370435 0.3269371
-0.450593 0.3434614
-0.4731558 0.06644949
-0.3303185 0.14415
-0.3146144 0.5883294
-0.4251156 0.7768221
-0.4724952 0.4978219
-0.2646103 0.2054007
0.02364811 0.1333858
0.1395678 0.2403258
0.04296712 0.1819428
0.1090171 0.03410328
0.4255579 0.07093883
0.6236058 0.2251474
0.4594738 0.3311996
0.1259382 0.2582469
0.08100712 0.1078677
0.4862914 0.0005726283
0.4410553 0.083072
0.1911338 0.2958118
-0.0208402 0.3681718
-0.02296626 0.1909767
0.09865852 0.2007355
0.1033849 0.4729368
-0.008783118 0.5543114
-0.1838959 0.3249718
-0.2678096 0.1072115
-0.269662 0.2409833
-0.2000983 0.572165
-0.1739832 0.6817345
-0.2103783 0.4614877
-0.2067271 0.370764
-0.09376896 0.5561635
0.04695163 0.7132828
-0.07157682 0.4679982
-0.1479761 0.1920806
0.02170716 0.2609559
0.2533745 0.5512744
0.2297385 0.6721876
0.0118351 0.5841634
-0.1032331 0.4545442
0.0419358 0.4635599
0.1298064 0.5324966
0.0702804 0.4555914
-0.2776347 0.176184
-0.4882979 -0.05265827
-0.3555584 0.01579858
-0.1651921 0.1713697
-0.2771773 0.2655091
-0.677698 0.2398344
-0.8313054 0.322468
-0.5017295 0.5485793
-0.2867465 0.8194922
-0.3528952 0.8859572
-0.4526697 0.9225687
-0.3147391 0.8977229
-0.03130294 0.7251463
0.140126 0.6121721
0.2632354 0.4835692
0.1772676 0.271877
0.2155517 -0.1365918
0.4179948 -0.2780125
0.5922662 -0.1783271
0.4017449 -0.1043123
0.2155811 -0.147869
0.1657559 -0.2885262
0.2523061 -0.1467153
0.2438137 0.3413311
0.1441799 0.7299562
-0.06720959 0.6337541
-0.1339858 0.2599775
0.02409938 0.189224
0.03981739 0.3351664
-0.2429515 0.1296015
-0.2113328 -0.3565123
0.06274064 -0.6025909
0.1622397 -0.3725766
-0.09233394 -0.1571595
-0.09694548 -0.2156895
0.03712506 -0.1756999
0.2314256 0.2482588
0.2016506 0.6234915
0.1654879 0.6038684
0.1395176 0.3284254
0.4014406 0.271442
0.6267254 0.3025832
0.315054 0.1856311
-0.003677468 -0.2270062
0.05786924 -0.7136141
0.3161978 -0.8570785
0.3179984 -0.6721477
-0.06431137 -0.4348192
-0.2587954 -0.3348602
-0.1682601 -0.2245134
-0.03355079 0.02470318
-0.1376264 0.3978944
-0.3523433 0.3926114
-0.3745697 0.1279843
-0.1338947 0.1256824
0.04524467 0.3071855
-0.05607603 0.317043
-0.0552719 -0.1329393
0.100482 -0.649146
0.2749196 -0.7085013
0.4367163 -0.5365639
0.4708753 -0.6370417
0.4473195 -0.8265894
0.4157025 -0.8548272
0.4775851 -0.5381585
0.4901586 -0.1739434
0.1759436 -0.1006039
0.05085903 -0.2192501
-0.06900097 -0.2290819
-0.1149302 -0.04611669
-0.3248096 -0.07638685
-0.4911881 -0.5124103
-0.5371422 -0.8600496
-0.4932806 -0.9122585
-0.4648965 -0.780788
-0.4157557 -0.8625661
-0.4038721 -1.234172
-0.2837573 -1.356962
-0.2182915 -1.110531
-0.2029293 -0.7977139
0.1298315 -0.7185617
0.3306845 -0.707598
0.3845014 -0.6550695
0.2262974 -0.6517218
0.2095635 -0.6608459
0.4807534 -0.7072793
0.6783598 -0.8158488
0.3929296 -0.9309762
0.1798714 -0.9002212
0.1860093 -0.8608762
0.316452 -0.9640064
0.1570386 -1.04671
-0.2483927 -0.8143219
-0.3106858 -0.4824382
-0.2149643 -0.5470189
-0.2268208 -0.8425156
-0.3414995 -0.8521681
-0.3025154 -0.5310334
-0.2298572 -0.4448813
-0.1240219 -0.7050471
0.006620053 -0.9810129
0.06217177 -0.896813
0.07604419 -0.5923514
0.1489912 -0.4466027
0.2149151 -0.501491
0.4644928 -0.5875533
0.5970387 -0.4463372
0.4405054 -0.2261799
0.3363644 -0.169315
0.4998396 -0.3871571
0.6082094 -0.5618425
0.4473431 -0.558266
0.223231 -0.5455838
0.1791958 -0.6123687
0.1901526 -0.4482751
-0.03935044 -0.1504739
-0.3002236 0.004899846
-0.5154648 -0.04784231
-0.4114065 -0.1760247
-0.3871913 -0.2055195
-0.3711379 -0.1845784
-0.4402063 -0.3022128
-0.2941976 -0.4599949
0.04580074 -0.4194241
0.2363322 -0.2282856
0.1365231 -0.02064651
0.2561804 0.07945705
0.4921436 0.01989316
0.6330821 0.0593209
0.5286994 0.386274
0.385231 0.5420634
0.3618992 0.2143229
0.4530717 -0.1979371
0.333307 -0.2247225
-0.003198744 0.003098641
-0.2995469 0.0197099
-0.3155054 -0.2040288
-0.04797881 -0.3209265
-0.1147209 -0.0460637
-0.5090842 0.3366818
-0.6368386 0.3332682
-0.193696 0.1011116
0.2090645 -0.03633492
0.1844038 0.109753
0.1006482 0.4036393
0.2896116 0.3684544
0.7325055 0.1049115
0.9151591 -0.1714074
0.4704246 -0.08518988
0.2427599 0.2584298
0.5277541 0.3778102
0.7506354 0.1268073
0.4454752 -0.0006537844
-0.1069465 0.09950254
-0.3226971 0.2163096
-0.2411182 0.1898669
-0.2132757 0.09670581
-0.5959264 0.1389557
-0.9628903 0.221216
-0.9123761 0.1722332
-0.5291325 0.1458279
-0.4394428 0.2618186
-0.5261225 0.3235494
-0.3470578 0.2672774
0.08879182 -0.008913027
0.3727147 -0.1345468
0.4565978 -0.06145014
0.4491245 0.1349108
0.603367 0.1450966
0.8203507 -0.04999257
0.8940699 -0.1406091
0.6940091 -0.06893084
0.4685551 0.01061921
0.4898603 -0.1699972
0.5642449 -0.3942584
0.2642889 -0.2059485
-0.2743893 0.1265112
-0.3591098 0.1076481
-0.2239183 -0.2771651
-0.2545201 -0.3911534
-0.6413514 -0.0359873
-0.9391911 0.1060968
-0.8138744 -0.2009502
-0.3752458 -0.4610034
-0.2576947 -0.4501451
-0.3261833 -0.3317083
-0.2379603 -0.516875
0.02040607 -0.772157
0.28369 -0.762689
0.5890719 -0.4377041
0.5661213 -0.321449
0.5026511 -0.5292974
0.6216925 -0.5077571
0.7156366 -0.1065564
0.655038 0.2518449
0.3934643 0.2079952
0.3462259 -0.06212858
0.3521775 -0.212432
0.08270145 -0.2183015
-0.2605638 -0.159812
-0.3557718 -0.1704617
-0.2946776 -0.1553998
-0.3410948 -0.05432528
-0.53464 0.07358342
-0.6547182 0.1923421
-0.6123193 0.1785616
-0.4482089 0.2671228
-0.3046312 0.4268389
-0.3228875 0.5312222
-0.3463995 0.5686273
-0.2105806 0.6276937
-0.04587456 0.7415329
0.07791795 0.7080536
0.01308275 0.4843403
-0.07092341 0.2594409
0.03367487 0.323392
0.07148947 0.4294153
0.1414694 0.3073124
0.2814502 0.1605086
0.3361747 0.2199446
0.2930138 0.4996511
0.2347415 0.6040642
0.07384538 0.4911296
0.1071028 0.4166932
0.1372821 0.447969
-0.03507518 0.4667833
-0.2932131 0.4255317
-0.3787932 0.3753179
-0.2992859 0.4315657
-0.2027157 0.545638
-0.3690738 0.729986
-0.6091925 0.64262
-0.4523156 0.5534872
-0.1338103 0.5040971
0.08432106 0.3909769
-0.09243078 0.299286
-0.1993737 0.2859947
-0.05406679 0.1980074
0.2314617 -0.01251927
0.2924792 -0.0712655
0.07083798 0.08671648
0.0708776 0.2097204
0.2596757 0.1265011
0.3041733 0.007602694
0.2206703 0.1665197
0.008965733 0.5055428
-0.0004045076 0.7220794
0.1064388 0.67416
0.122251 0.5181127
0.02760649 0.4028429
-0.09284183 0.4226382
0.004956986 0.4290005
0.04297849 0.1422153
-0.1693655 -0.181762
-0.2058017 -0.2275834
-0.1348597 -0.011013
-0.1156721 0.2086651
-0.1863968 0.3346682
-0.2091355 0.478947
-0.2071525 0.6895272
-0.0611405 0.9077155
0.118338 0.9426281
0.05325473 0.6415806
0.1403459 0.2499363
0.212068 0.1253518
0.2660028 0.249056
0.2882317 0.1946495
0.3637207 -0.1235938
0.2169077 -0.4223342
0.06566905 -0.246833
0.05143148 0.221254
0.1084031 0.4073049
0.03922018 0.3503331
-0.09855031 0.3860202
-0.1414429 0.4677366
-0.2822637 0.49143
-0.3291918 0.4136877
-0.2273335 0.1496679
-0.2446393 -0.07777439
-0.2118929 -0.2096853
-0.08791777 -0.4004355
0.107094 -0.6008522
0.2235572 -0.4385778
0.1460845 -0.2447846
0.153686 -0.3121026
0.3334792 -0.4242993
0.644904 -0.2571706
0.7040643 0.05358707
0.6090615 0.1630637
0.5607401 0.02406061
0.6941952 -0.1359943
0.5127763 -0.04971445
0.18871 -0.07562782
0.1519152 -0.396553
0.07151229 -0.6573396
-0.2165992 -0.5818194
-0.5793172 -0.5194972
-0.7338164 -0.5010975
-0.6421612 -0.5349153
-0.5559518 -0.4756018
-0.6626229 -0.3097091
-0.803004 -0.1539736
-0.6844957 -0.0459542
-0.3032183 0.2345227
-0.1049539 0.5497692
-0.1993341 0.5013086
-0.3333555 0.1977624
-0.09004238 0.08358844
0.2398745 0.1353245
0.2292924 0.04290848
0.05601652 -0.2974721
-0.1060698 -0.5667257
-0.1095076 -0.342919
0.03581959 -0.01116814
0.09279542 -0.1052588
0.02332775 -0.4373953
-0.1563819 -0.3723197
-0.2060143 0.06869867
-0.1792707 0.4194516
-0.2066709 0.4956442
-0.1952761 0.430763
-0.2060103 0.5313498
-0.2336143 0.5559875
-0.1564071 0.3507289
-0.01126965 0.1534844
0.09231369 0.1039079
0.131011 -0.07605659
0.2321877 -0.3464131
0.141921 -0.2713956
0.08610565 0.04394678
0.283845 0.1274569
0.3611289 0.09209647
0.07776222 0.2813255
-0.3369431 0.815169
-0.3490951 1.265686
-0.1530859 1.182733
-0.1629324 0.879538
-0.5065798 0.9440126
-0.7048651 1.159177
-0.4299421 0.9704351
-0.003226664 0.4655337
-0.04751533 0.09773384
-0.3469167 0.2097999
-0.2982799 0.5585811
0.1266705 0.6608913
0.4304301 0.5037204
0.4246323 0.4732211
0.2672956 0.787398
0.3612964 1.084939
0.4705661 1.042396
0.6447312 0.8287626
0.5505412 0.6491207
0.2820544 0.832626
0.226872 0.945608
0.2972881 0.5145699
0.4035632 0.0581036
0.03898421 0.1144914
-0.2220968 0.390238
-0.3293746 0.352072
-0.2015759 -0.002205044
-0.2044722 -0.07186454
-0.4125453 0.2185357
-0.5986158 0.4969752
-0.5783778 0.2981054
-0.5809299 -0.09482928
-0.5661421 -0.06673561
-0.4189708 0.2074173
-0.2765396 0.1392965
-0.03799678 -0.3070167
0.1556732 -0.538543
0.2770475 -0.2879942
0.4602614 -0.06754437
0.7630251 -0.3379138
0.9893196 -0.7032877
1.002084 -0.8181447
0.846961 -0.5838743
0.7597314 -0.3558232
0.9442688 -0.44944
0.7601877 -0.6343985
0.2827554 -0.6066549
-0.07281335 -0.3526742
-0.171135 -0.1805494
-0.3109729 -0.2848813
-0.7325303 -0.4647395
-0.9515076 -0.574054
-0.9618643 -0.5458918
-0.968241 -0.5094029
-1.040572 -0.5102744
-1.090144 -0.4508332
-1.037688 -0.4432153
-0.8528845 -0.4145792
-0.5739663 -0.4285016
-0.3565983 -0.4454315
-0.2931463 -0.3419297
-0.2323937 -0.3078219
0.1248026 -0.2166917
0.4781471 0.1110411
0.6606726 0.252415
0.6749588 0.09341545
0.6541682 -0.09156756
0.83076 0.01097939
0.9898303 0.1433989
0.8310583 -0.01068885
0.5501699 -0.2892841
0.2367548 -0.3197551
0.1159997 -0.08546067
0.09559072 0.154324
-0.176237 0.2797469
-0.7248232 0.2653123
-0.9458978 0.4745116
-0.8102046 0.8230494
-0.7255702 0.8533239
-0.7988271 0.647642
-0.9376982 0.5436543
-0.8760765 0.6148037
-0.409821 0.3472452
-0.03565105 -0.1004117
0.1009745 -0.3056156
0.1332849 -0.1465231
0.2982271 -0.09204145
0.5012726 -0.1528931
0.5516013 -0.1135156
0.6375554 0.2177072
0.6128535 0.5638994
0.4692277 0.7367498
0.4761741 0.7671256
0.4105733 0.8085177
0.2553525 0.9876947
0.110324 1.070837
-0.004642385 0.794238
-0.1395129 0.3661223
-0.308393 0.2093944
-0.5015748 0.07684162
-0.5131222 -0.00768887
-0.440641 -0.1038572
-0.4551162 -0.09329156
-0.4346723 0.01808568
-0.3312729 0.1708256
-0.3267161 0.2245358
-0.131485 0.2335285
0.06966393 0.2377128
0.03926226 0.1438767
0.04698654 0.02271948
0.1130238 0.003678375
0.2149313 -0.04976101
0.3506107 -0.2253844
0.2299062 -0.4346051
0.01179568 -0.4738379
0.2409326 -0.2829412
0.3524751 -0.06774344
0.263343 -0.08325057
-0.005124754 -0.1685448
-0.05703805 -0.06099788
0.06300621 0.07790614
0.09579591 0.03677184
-0.1013619 -0.1451807
-0.1763991 -0.2279298
-0.1883445 -0.02848682
-0.1538076 0.1232749
-0.09581463 0.02290429
-0.07930922 -0.2250069
-0.07490554 -0.2600399
0.04058724 -0.009109857
0.1720434 0.1254435
0.2011134 0.09133199
0.08458279 0.07007539
-0.0008383928 0.05372392
0.08103334 0.1742403
0.06479595 0.05151711
0.06113297 -0.1359592
-0.08913388 -0.27713
-0.1518779 -0.1950215
-0.2582309 -0.2037754
-0.230208 -0.3920222
-0.1567211 -0.514851
-0.2077641 -0.312701
-0.2128535 -0.1760211
-0.1562255 -0.4134459
-0.2023397 -0.5744922
-0.1866286 -0.4118315
-0.04522747 -0.1059729
0.1392253 0.01312087
0.06385898 -0.1674988
-0.1194418 -0.469239
-0.02479333 -0.440763
0.2245378 -0.09363367
0.1852061 -0.1484253
0.05368226 -0.7347774
-0.05170763 -1.051385
0.0269468 -0.6588132
0.1664112 -0.2277115
0.2869453 -0.2655285
0.01123691 -0.5664148
-0.1038917 -0.4623439
0.1642576 0.04374628
0.384293 0.3015329
0.2982443 0.01125789
0.05632099 -0.2099068
0.1290646 -0.1466153
0.4525237 -0.09411838
0.5612286 -0.4050842
0.3512457 -0.8109529
0.0674231 -0.8683871
-0.05459948 -0.5944108
0.06627495 -0.3251493
0.1184252 -0.2897389
-0.1848726 -0.3439663
-0.4022239 -0.3297269
-0.3309036 -0.05177423
-0.1831002 0.343341
-0.02191058 0.5515015
-0.01745064 0.5377932
-0.186932 0.5081877
-0.09041575 0.4988225
0.1898003 0.5278824
0.5467578 0.3145075
0.6897032 0.1067859
0.4734415 0.02811562
0.3401946 0.2091814
0.6404612 0.2811242
0.9190103 0.1686352
0.632237 0.1469565
0.1985219 0.5534971
-0.06145673 1.019088
0.0349369 1.203797
0.04608043 1.06739
-0.1732063 1.002938
-0.5647687 1.126789
-0.7028361 1.244508
-0.3974125 1.017605
-0.3005616 0.5908291
-0.4680325 0.4705933
-0.666635 0.5306214
-0.601685 0.2508741
-0.1971789 -0.3426562
0.0521113 -0.4911121
0.04975489 -0.1145876
-0.08258131 0.3314905
-0.0008362568 0.2811475
0.3730867 0.1088223
0.4894306 0.3306305
0.3015694 0.7123918
0.01293675 0.8257949
0.2056597 0.397294
0.2722238 -0.03997491
0.2541284 -0.1164386
-0.1104034 0.01057147
-0.2463265 -0.1499294
-0.1172492 -0.6808735
-0.1192242 -0.8841802
-0.127176 -0.5325515
-0.2148894 -0.1801189
-0.2765165 -0.1800688
-0.3834784 -0.4638157
-0.2490393 -0.5584356
-0.07130431 -0.183677
-0.0609658 0.08661135
-0.08821926 -0.1576503
-0.09539202 -0.5835251
-0.02795724 -0.6036917
0.09684011 -0.2364478
0.1078465 -0.1005803
0.06458544 -0.5613688
-0.114459 -0.8627017
-0.05161878 -0.6705377
0.1392656 -0.3978261
0.1746549 -0.6875725
-0.01203344 -1.061625
-0.2224641 -0.9164906
-0.1014456 -0.5469746
0.2458684 -0.5501246
0.1594497 -0.8367011
-0.1610266 -0.9569203
-0.2031417 -0.5611413
0.05210268 -0.1176071
0.2143637 -0.1452058
-0.04177004 -0.4573239
-0.2327694 -0.4643506
-0.1350159 -0.1843537
0.08705104 0.02918546
0.03907565 -0.1786015
0.03073522 -0.4067818
-0.06645332 -0.4591105
-0.0316687 -0.2377168
0.09179284 -0.2839838
0.2170701 -0.4671994
0.04554309 -0.3677686
-0.06577633 -0.01157299
0.02243043 0.1404133
0.07805738 0.06153514
-0.05018189 -0.03061862
-0.4902077 0.002449285
-0.5001377 0.1679562
-0.3265341 0.2455072
-0.3056224 -0.002835554
-0.4401838 -0.2631667
-0.5371916 -0.2331774
-0.3659049 -0.03875154
-0.09677363 0.1232667
0.01615977 0.01409404
-0.06837127 0.06659805
0.007208334 0.2476944
0.1752438 0.444558
0.2668771 0.4025642
0.2380747 0.2732801
0.09341997 0.1885614
0.08657417 0.1282915
0.0364719 0.09322976
0.06247407 -0.00548625
-0.1561169 -0.129405
-0.3858021 -0.05615927
-0.3324302 0.2429198
-0.2342598 0.5297906
-0.189374 0.6921509
-0.3921988 0.7730978
-0.4955308 0.905264
-0.2196725 1.03283
0.008959117 1.002255
-0.01058186 0.8382484
0.1076193 0.6012765
0.1552347 0.4538271
0.3454418 0.4306141
0.4160195 0.3585813
0.4627839 0.1003569
0.3478706 0.02784459
0.3118173 0.2408454
0.4874304 0.4871247
0.5904964 0.603695
0.3651076 0.6096542
0.1837349 0.663107
0.3339341 0.9021178
0.3822578 1.057825
0.2063639 0.9451696
0.1116794 0.7117335
0.0259997 0.6284615
0.0328377 0.5893635
0.115233 0.4082108
-0.06957074 0.2190394
-0.202313 0.1263351
-0.2789029 0.07377209
-0.06595671 0.1288078
0.1322123 0.2790181
0.0828718 0.444755
-0.08978384 0.4949124
-0.03331216 0.4203934
0.1534711 0.4141851
0.2164311 0.4946381
0.1402638 0.4990489
-0.008916579 0.4109027
0.0515529 0.3430478
0.1334348 0.2577093
0.1258164 0.1274461
0.02992167 -0.03869865
-0.04607921 0.05416527
-0.01923857 0.3269265
-0.1606054 0.4631985
-0.3701707 0.3935323
-0.400616 0.3224283
-0.3243932 0.3255623
-0.3861322 0.4255269
-0.4976175 0.3446893
-0.5363535 0.139278
-0.3617015 0.09469485
-0.08240445 0.3634424
-0.01192656 0.6773558
-0.09749069 0.6939923
