# channels number
2
# samples number
6000
# sampling rate
1
# start date
01-01-0001
# start time
00:00:00.000
# channels names
Model_10_1;Model_11_1
3.728308 1.610426
4.868972 2.08221
5.255866 2.098791
4.724624 2.044108
3.791165 2.028732
5.268193 2.044993
4.377569 2.074202
3.681602 2.043208
4.91909 2.053699
3.04099 1.814196
5.189402 1.341919
5.4341 2.093002
3.90676 1.876718
3.963357 2.117442
4.10722 2.057307
5.418799 1.554536
5.654167 1.810248
3.004325 2.046755
4.629579 2.438743
5.333584 1.183835
5.588886 1.741812
4.25281 2.130325
5.440229 1.738938
3.934882 2.056797
4.057787 2.063164
5.066653 2.068009
3.166247 1.896713
5.601785 2.039658
5.540859 1.893828
3.688854 2.115585
3.151869 1.617859
3.712436 2.575403
3.407567 1.929091
4.403422 2.406461
4.851456 2.439602
5.248369 2.152519
5.611977 2.256244
4.668955 2.135782
5.687041 1.835726
3.461969 2.292532
3.318693 1.918613
3.684524 1.899544
4.470037 2.461724
3.984963 1.903356
4.787437 2.138449
4.688334 2.245815
3.033968 1.661677
4.199167 2.197289
4.030695 1.973998
4.647197 2.003563
4.092252 1.328148
3.751036 2.306122
3.710386 2.063515
5.649984 2.382229
5.159483 2.104347
5.475497 1.717122
5.428742 2.109492
4.320984 2.107865
3.666837 2.166492
4.724512 1.784106
5.101946 1.550348
4.775783 1.799072
4.140742 1.920818
4.230236 2.178624
5.889122 2.093175
4.476966 1.744936
5.026532 1.927957
5.503338 1.976709
5.111901 1.884326
4.85885 2.014377
5.806822 2.075855
3.985212 2.196455
3.317285 2.00309
4.16761 2.043936
5.014892 2.280883
4.904362 2.185498
5.782774 2.018189
4.455266 1.703954
5.147445 1.552517
5.369454 1.812404
5.032685 1.725147
4.96708 2.018482
4.57109 1.925844
3.893663 2.413805
5.596602 2.007299
5.400832 2.013415
3.00205 1.658968
3.757583 2.034137
5.243939 2.303826
5.375959 2.17884
5.819627 2.158257
4.290993 1.881515
4.002119 2.069664
3.962529 2.070395
4.360023 2.531665
4.54291 2.046628
5.543782 2.031566
3.239801 2.161924
4.095841 1.939062
3.310471 1.789268
5.661801 2.104583
3.530631 1.964122
5.087265 2.226887
5.171845 2.217689
4.840374 1.754745
3.107039 1.961442
3.433752 1.937974
5.542775 2.203486
3.635093 2.093376
3.255121 2.27474
5.692723 2.070327
3.973476 1.777651
5.173539 2.000984
4.297383 1.980085
5.691827 2.242431
3.134867 1.928608
3.204693 2.006352
3.24708 2.00711
4.633634 1.789374
3.48829 1.939955
4.474916 1.791167
4.26895 1.843905
3.259399 1.826721
5.735942 1.885262
5.039224 2.111969
4.51583 2.13275
5.983094 1.695384
5.354755 2.163925
5.807588 1.840904
3.471982 1.935845
5.36058 2.35745
5.542974 1.986047
3.359426 2.038053
4.836974 1.701759
5.707653 2.019043
4.502054 1.856864
5.879814 2.042958
5.399245 2.184951
5.053288 2.297871
5.489563 1.731183
4.967081 1.982292
3.459275 1.927292
3.12249 2.221971
4.988817 1.760126
5.683236 2.172308
4.846151 1.678328
5.117454 1.932007
5.704736 2.127285
4.270702 1.969625
4.225156 2.3982
4.338216 1.69354
5.296702 2.077012
4.606167 1.798788
3.607552 2.008458
4.835555 2.178845
4.392851 1.656578
3.271232 2.122148
5.351323 1.860529
3.132622 2.351942
3.324545 1.805532
3.123946 1.290091
4.078996 2.283003
5.735188 2.336776
3.163111 1.905739
3.894541 1.853354
3.14975 2.082141
3.61405 2.08436
3.336565 2.496562
4.58973 1.831835
4.189773 1.842717
3.255052 1.845607
3.805449 2.035535
4.193791 2.092366
5.144071 1.987289
4.521209 2.11678
4.015641 2.136859
4.14646 2.029899
4.270582 1.683369
3.052706 1.944866
3.193073 2.051234
5.398376 2.151414
3.278358 1.995805
4.084053 2.212125
4.582432 1.854892
5.133766 2.340991
3.063878 2.145234
3.936806 1.654932
5.751874 1.809095
3.00142 2.098414
4.314801 2.067291
4.230822 2.012568
3.528491 1.947918
5.266623 2.07144
4.728744 1.539099
5.365617 1.785662
3.888085 2.476169
3.724087 1.882784
5.959379 1.994062
4.094276 1.953012
5.533486 1.82383
4.2321 1.792088
4.78089 2.207483
4.115006 1.730365
3.080929 1.948296
3.970104 2.226739
3.532767 2.046104
4.102911 1.895884
5.462097 1.637817
5.086343 1.797867
3.819913 1.691169
3.246392 2.066702
5.00065 2.186952
5.298617 1.691011
5.939548 2.052958
3.926169 1.987968
5.845588 1.45894
5.994943 1.761948
4.152756 2.372599
4.029345 1.908162
3.830663 2.341599
5.212944 1.6393
3.862177 1.760755
3.335145 1.549024
3.274929 1.535066
5.958951 1.609138
5.726561 1.616703
4.538826 2.251921
5.465048 1.778038
5.778453 1.786631
3.633124 2.273919
3.291554 2.03455
4.18708 2.075854
3.176306 2.141659
3.51922 2.047302
4.960972 1.823744
3.617486 2.374704
5.163352 1.865408
4.003124 1.760768
3.612328 1.752985
4.600999 1.701844
4.960968 2.477596
4.47471 1.805894
3.665531 1.994723
5.181507 1.509982
4.068409 2.015467
5.230172 1.710601
4.229874 1.725211
5.327075 2.046689
3.802575 2.087152
5.52003 2.117749
3.893142 2.088483
5.571332 1.553007
4.930035 1.855582
3.263613 2.180289
3.320543 2.067136
3.369924 2.174028
4.445745 1.752549
3.840077 2.147061
3.121979 2.370853
4.243543 2.179374
4.993942 1.686219
4.637863 1.446855
5.683643 2.117342
4.453218 2.461589
3.528359 2.049412
5.059312 2.090028
4.824344 2.283258
4.779397 1.592901
3.978576 1.344279
3.308683 1.59998
3.682236 1.583095
4.991819 2.315042
3.540428 2.116186
5.428346 2.318104
4.869695 1.914585
3.738234 1.791192
3.196645 2.049835
4.153638 1.949469
5.206519 2.089771
3.728779 1.460461
4.496687 2.196066
5.211751 1.449201
4.662473 2.125417
3.258424 1.586759
5.739983 2.055062
3.720222 2.023108
5.257045 1.91593
5.912693 2.519168
3.198677 2.751146
4.591049 2.241954
5.171741 2.2975
4.323275 1.793975
3.881145 1.983416
5.368785 1.584825
5.607057 1.762927
3.323105 2.107461
4.791066 2.103319
5.212313 2.392127
4.653147 2.132075
5.009098 2.137667
3.405828 2.273287
5.450478 1.495158
4.348498 1.725495
3.493892 2.134507
4.837793 2.025217
4.901323 1.894842
5.030904 1.787227
5.501689 2.173408
4.393918 1.842871
5.582308 1.492237
3.173278 1.985108
3.292107 1.924067
4.633558 1.99118
5.393199 1.89945
5.746856 2.174847
5.782191 1.954582
5.97539 2.002437
5.42522 2.095725
4.713236 2.338039
5.808137 2.015711
5.802267 2.08185
4.911652 2.667966
4.58072 1.659854
5.387527 1.759422
4.136941 2.115956
5.358962 2.029892
4.110673 2.148754
4.171642 2.51729
5.821289 1.751776
4.54659 2.145892
4.947168 1.436142
3.984333 2.383426
5.500491 2.098336
3.197422 2.283847
3.322951 2.069792
5.046209 2.30438
3.863253 1.629338
4.168581 2.424968
4.42063 1.671373
3.838659 1.604154
4.689319 2.481734
5.755356 2.1596
4.518775 1.47269
3.616369 1.564746
4.417771 1.926062
4.879635 1.953145
5.689716 1.79828
4.487946 1.808093
5.62193 1.957776
5.824866 2.176483
3.347715 1.678414
5.365846 2.345325
3.499077 2.403004
4.84501 2.293778
5.206831 2.147715
4.494176 2.211438
3.869758 1.947638
4.960971 1.85416
5.35695 1.985996
5.478832 2.208164
3.79065 2.129118
3.859262 2.127695
5.6804 1.854543
5.847328 1.592357
3.63514 1.951779
5.188945 1.788246
3.791615 1.570436
4.436136 1.851012
5.070249 2.322804
3.700647 1.812272
4.918938 1.645722
4.806809 2.202032
4.004589 2.266836
3.874577 1.855727
4.118818 2.445252
3.04691 2.3916
3.392876 2.191786
3.964351 1.710358
3.969756 1.889109
5.257307 1.696497
5.669245 1.888863
5.622727 1.836897
4.549713 1.938494
5.996423 1.989424
4.198875 2.350752
5.581322 1.873122
3.485256 1.924002
3.655481 1.67736
3.990591 2.580613
4.828775 1.677675
4.176452 2.193072
4.902282 2.669166
4.81163 2.025584
4.941798 1.846011
3.048009 2.033346
3.830057 2.30965
3.074956 1.528781
4.671447 2.022944
5.981229 1.991309
5.228826 1.574664
4.088019 2.28135
4.25358 2.070632
5.417697 1.75763
4.921283 2.23102
3.905928 2.370536
4.540906 1.885821
4.361257 1.746746
5.6245 1.815561
3.726192 2.008254
5.159921 2.181145
4.1013 2.053438
5.905406 1.660635
3.991215 2.150026
3.099644 2.3021
5.809587 1.811829
4.167922 2.165235
5.309549 2.151765
5.683977 2.148805
4.648452 2.079855
4.053818 2.254399
4.70369 2.07587
3.136134 2.212579
3.445545 2.250611
3.241474 1.880718
5.524195 1.43256
3.016656 1.814623
5.995179 1.647866
5.062791 2.38681
3.826567 2.324046
3.288762 1.813377
5.971954 1.955313
4.721429 2.109122
3.983122 2.139284
4.740931 1.815849
4.169288 1.950243
4.415665 1.766655
3.20503 2.043992
5.628429 2.155719
5.090495 2.144302
5.657969 2.017728
4.220065 1.51528
3.860756 1.607492
5.929289 1.999321
4.83067 2.573851
3.727475 1.675367
4.271045 1.901002
3.911067 2.266959
4.711987 2.117718
5.132211 1.775621
4.880087 2.141072
4.520508 2.468207
3.39098 1.70653
3.022995 2.048757
4.927411 1.486747
3.525136 2.399768
3.951885 2.064772
3.808035 2.020555
5.176224 2.157682
5.397088 1.437879
3.889272 1.705423
4.545727 1.695846
5.298466 1.668696
4.797933 2.206482
3.43743 2.024668
5.187967 1.937653
5.379871 2.57502
4.922285 1.931483
5.250284 1.947797
4.930357 2.183132
4.393922 1.606213
3.962893 1.983281
5.681119 1.473409
3.593482 1.968959
4.990483 2.426772
5.833753 1.736929
3.842934 1.785742
3.206845 2.03971
4.614875 1.92648
5.513999 2.318057
4.25315 2.131271
5.105589 2.125121
4.283192 1.923367
5.93058 2.620655
4.94648 2.388696
4.768254 2.05256
5.580975 2.250175
4.698434 1.765937
5.055711 1.67105
4.215795 1.789658
3.217402 2.145581
3.60763 2.215722
4.028806 1.492715
3.231342 1.789474
4.201223 2.433079
4.112242 2.299955
4.921599 2.058955
5.062822 1.602236
5.491859 2.44294
5.642704 1.843418
4.347604 2.301509
5.348761 2.157393
4.660783 2.164398
5.781631 2.091013
3.738289 2.142501
3.917194 1.870839
4.839388 2.084978
5.797497 1.659992
4.032512 2.291436
5.093657 2.147912
5.682202 1.834371
3.74504 1.972043
5.19316 2.489402
5.662225 2.127375
4.143938 2.298969
4.783682 1.95244
3.262535 1.815665
5.367886 2.409363
5.851453 2.351411
4.669176 2.449141
5.606992 2.476093
3.681437 2.23231
5.866573 1.926335
4.034489 2.443383
4.712954 1.826107
3.786292 2.143621
5.934086 1.929406
5.449778 2.35483
5.392259 1.686627
3.878241 2.386544
3.912154 1.896079
4.780111 2.208835
3.714986 1.940322
4.972171 1.944253
4.166394 2.318011
4.904389 2.383817
3.444806 1.878123
4.501562 1.675683
5.192291 2.140375
4.029285 2.180417
5.928866 1.683664
5.783477 1.719844
3.665921 2.04822
5.962054 2.105335
4.533593 2.216407
5.472363 1.810418
4.414471 1.604797
4.36658 2.17089
5.087404 1.84774
5.417541 2.021481
3.849707 2.408035
5.553713 2.084936
5.21137 2.020802
3.822683 1.721713
3.035711 1.885883
3.666167 2.468036
5.482188 2.38535
3.626295 2.409492
4.068676 1.924764
5.951997 1.707487
3.983108 1.961141
5.38961 2.246235
3.405238 1.878843
3.154272 1.709717
4.181503 2.38992
3.902091 2.140504
3.030054 2.195003
3.220988 2.175018
4.495831 1.770638
5.239549 1.59518
4.338877 2.017419
4.760973 2.228571
3.175595 2.229993
4.822167 1.773801
4.740311 2.164694
5.823515 2.044394
3.015515 1.946587
5.904519 1.363402
5.500896 2.06678
5.240591 1.906675
5.371821 2.004982
4.567506 2.297322
3.362374 2.450877
5.974719 1.750841
3.028533 2.01034
4.358441 1.841422
5.568742 2.386268
5.892303 2.161251
4.93646 2.071926
3.500226 2.001981
5.422202 1.406835
5.818511 1.743447
3.432885 1.780933
5.240294 1.985517
3.046178 2.170699
3.539256 1.916894
5.378239 1.889847
3.51165 2.065928
4.78055 1.634705
3.631502 1.985158
5.442308 2.347296
4.193482 2.194224
5.870749 1.68022
5.847855 2.045876
4.078664 1.341457
5.088734 1.628047
5.378119 2.163525
3.389202 1.92197
5.082373 1.674234
3.212196 1.861445
3.650652 2.430624
5.577669 2.224239
4.125399 1.829781
4.828085 1.941597
3.580176 1.995198
5.415602 2.163746
5.027236 1.917792
3.43052 1.653997
3.125738 2.426088
5.823062 2.382768
4.333349 2.242699
3.137752 2.417756
4.284528 1.835803
3.995605 2.559378
5.817347 1.458469
4.520366 2.096909
4.328088 2.078561
3.9353 2.289415
4.77599 1.810225
4.201055 1.917989
3.445276 1.991798
5.503865 1.562248
4.123969 1.36367
4.869394 2.006656
5.798283 2.344522
4.178339 2.203467
4.696756 2.437826
3.514519 2.048796
4.896054 1.887508
3.939799 1.870337
4.980322 1.902385
5.17954 2.16115
3.80993 2.477836
4.724265 1.976494
5.849574 2.573541
5.844533 1.958858
4.693111 2.422389
4.6048 2.289336
4.660118 1.775414
3.630576 1.834382
4.51202 1.840359
4.94772 1.938526
3.385911 2.119183
4.957488 1.829246
5.298153 1.977137
5.304556 2.078079
5.908955 1.750096
4.875144 2.06581
3.030508 1.962994
5.558298 2.077277
3.760646 1.979023
4.442818 1.818333
4.613212 2.155416
3.881318 1.658812
5.76692 1.844838
4.146787 1.481011
4.4537 1.722354
5.256006 1.877697
5.029802 1.974358
5.401837 2.168192
3.718846 1.734826
4.512716 1.955861
4.534465 2.084562
5.185939 2.235134
3.84274 1.655304
5.153809 2.317079
5.327822 2.097969
5.560263 1.753757
4.14603 2.01485
5.972814 2.056794
5.827254 2.653977
5.723288 1.757134
5.275182 1.824578
4.145414 1.679097
5.689035 2.154413
4.497557 1.76987
5.117954 1.509813
5.166481 1.77497
5.57124 1.821314
3.493727 2.532252
4.269384 1.412302
5.821612 1.775003
3.484011 2.214945
5.337756 1.800663
3.179153 2.026566
3.537504 1.757999
3.566328 1.924174
5.928612 2.270454
4.957345 2.151112
4.702787 1.932435
4.390833 2.284459
5.437106 2.271046
5.574998 1.938118
5.258281 2.216224
5.91173 2.165373
5.999303 1.742455
3.413254 1.848201
4.199973 2.150643
4.114748 1.903489
3.144344 1.796802
5.976735 1.536498
3.348692 1.431323
3.729114 1.868565
3.057694 2.021477
5.731044 1.971278
4.037358 2.129951
5.167636 1.421443
3.467798 2.211544
4.192283 2.058878
4.269363 1.84975
5.028833 1.933746
5.287219 1.822739
5.684765 2.000099
4.536076 2.138628
4.132453 1.750768
3.897234 1.898514
4.028705 2.377221
5.196709 1.826982
5.006785 2.259423
3.305236 1.764962
4.587481 1.869597
5.399209 2.340444
3.602918 2.098884
5.443243 1.824167
4.581981 2.115679
3.390148 1.780525
3.14829 1.697445
3.016901 1.982807
4.233684 1.967852
5.689731 2.106797
4.084303 1.90112
3.917981 1.798263
4.051733 2.307015
5.426897 2.052748
3.516992 1.383675
3.920692 2.393552
5.092498 1.74019
3.426317 1.905713
5.606712 2.144139
5.141796 1.975103
4.369868 1.783955
3.09853 2.270721
4.73633 2.034315
3.687982 1.872987
5.673954 1.722176
5.103614 1.540463
5.752341 1.877797
4.038922 1.894093
4.125827 2.449306
5.014496 2.420084
4.970599 2.595549
4.216545 2.178364
5.193187 1.894709
3.809511 2.119591
4.556863 1.994814
3.577526 2.254321
5.745773 2.403561
4.285871 1.553253
4.475713 1.878676
5.340896 1.670408
3.889068 1.67398
5.150735 2.250248
5.234114 2.310633
4.502552 1.936312
3.18506 2.255733
4.110851 2.018192
4.235486 1.541933
3.257868 1.92306
4.019083 1.756382
3.211761 1.940281
4.804736 1.86711
3.602388 2.698735
5.589996 2.093025
5.86499 2.36934
4.935369 2.129651
4.488952 1.503968
3.66288 1.757842
5.914936 2.081232
5.769289 2.146707
5.478367 2.12873
3.637808 2.018413
5.109368 2.104917
4.891074 1.344213
5.219188 1.994039
3.719133 1.851347
5.867757 2.207844
4.724794 1.521711
3.242222 1.81784
3.870034 2.011759
5.939466 1.572012
4.174919 1.862594
3.806627 2.112309
4.950604 2.280496
3.265817 1.803408
4.252728 1.818914
5.219133 2.301694
3.864416 1.484098
3.233778 1.788187
3.502922 2.232492
4.563103 2.160677
3.868128 1.736833
5.494473 1.719664
3.019839 1.940847
3.914066 2.311669
3.20976 2.222184
4.368211 1.748189
4.626549 2.316662
5.328197 1.863942
4.874143 1.733926
3.067911 2.302998
5.914646 2.153709
5.830837 1.682167
4.516582 1.865755
4.997346 1.518718
4.703088 1.706637
4.7797 2.107727
3.25966 1.672331
3.014925 2.245158
3.783419 1.629427
3.317303 1.994547
5.386057 2.087331
3.993264 2.398172
5.387835 2.242607
4.079618 2.07668
5.036842 1.933129
3.998109 2.257662
4.651784 2.399642
5.32418 1.882761
4.612262 1.919086
5.716236 2.539052
3.624536 1.852332
3.429102 2.181403
5.412014 1.622591
4.206185 1.94206
4.610239 2.435556
4.143335 2.070857
5.089529 1.910387
3.977009 1.933623
5.009429 2.329445
5.350922 2.122098
4.241209 1.982642
5.396597 1.806222
4.36808 2.183406
3.802123 1.946843
3.024821 2.307666
4.344082 2.010436
5.290045 2.093389
5.953258 1.496941
4.562729 1.948099
5.473027 2.595221
4.959473 1.378479
3.84949 1.814968
5.450359 1.850353
3.185619 2.092122
5.177046 2.17306
5.874865 2.036797
3.106638 2.463794
4.940221 1.963939
4.877223 1.582928
5.211651 1.757775
5.716427 2.228127
5.30237 2.050314
3.715935 2.303968
5.157907 1.811006
5.443375 1.97497
5.485544 1.993931
3.418823 2.064137
3.310397 2.754402
3.387108 1.947097
3.559753 1.837252
5.690171 1.859316
5.282652 2.13601
4.005497 1.766245
4.432497 2.084038
5.076094 1.952846
5.98946 2.330031
5.625185 2.301702
4.585711 1.850114
4.054797 1.704884
3.69276 2.304091
4.708065 2.136127
4.698526 2.237365
3.761451 2.225339
5.139235 1.792345
3.756763 2.357646
5.775046 1.885384
3.978743 2.18839
5.226395 1.996554
5.02914 2.17185
4.735374 2.102104
4.036697 1.789291
3.149308 1.898974
5.099785 1.808365
5.797778 2.136914
5.634495 2.122917
4.938839 1.975044
4.680663 2.01714
5.210173 1.988524
4.358748 1.994544
3.539277 2.346819
3.925259 1.912576
4.979648 2.05363
5.566149 2.597113
4.002976 2.213745
5.782856 1.82573
5.676821 2.188686
5.843993 1.77132
4.017862 2.122904
4.109525 2.199792
5.187586 2.108375
3.24968 1.863899
4.520926 1.72335
3.885424 1.824899
4.184463 2.069832
3.503586 2.08687
4.017901 1.960841
4.540919 1.593376
4.5767 1.860748
4.401144 1.880824
5.668329 2.014329
4.506801 1.760584
4.192428 1.807931
4.281257 1.969396
4.651734 1.508568
5.523056 2.108306
5.540863 1.830523
3.182867 2.006952
4.207719 1.681559
4.798002 2.252257
3.137255 1.812747
4.308797 2.170274
3.415012 2.25798
3.226964 2.507164
3.51552 2.181312
5.767501 1.623642
5.728417 2.395494
5.132377 2.146349
5.758474 1.871171
5.356379 1.740846
4.079943 1.786486
5.931053 2.211096
5.96088 1.879817
4.11687 1.669383
5.841554 1.67771
4.485694 2.007541
5.51577 2.065738
5.263884 1.84893
3.915323 2.239595
5.294191 2.498011
4.616594 2.05542
3.39792 2.068543
3.103963 1.726227
3.809029 2.238595
4.690419 1.864111
5.032476 1.75935
5.732832 1.939778
3.69839 2.03868
3.914415 2.569064
4.47992 2.267212
3.241993 1.844062
5.493954 1.858386
4.636274 1.847631
5.219861 2.117792
3.97227 1.875673
3.878788 1.947316
5.834669 1.878667
4.293962 2.372216
3.369904 1.376976
4.416962 2.056907
3.775169 2.411337
4.885524 2.38563
4.782444 2.433683
5.220321 1.714357
3.321201 1.822973
5.737276 2.16303
4.545921 2.09986
3.075557 1.599985
4.439703 1.973569
3.16604 2.022904
3.007285 1.951181
3.276979 2.21475
5.267544 1.715571
4.913528 1.487604
3.181408 2.516296
5.739335 1.851162
4.204835 1.757581
5.605983 2.122741
4.536545 2.149027
4.483044 2.214725
3.034669 1.403204
5.030026 1.85343
4.217961 1.740631
4.278554 1.909196
5.114385 2.35685
4.585989 1.752622
4.294779 2.323157
3.741019 2.503549
3.1446 1.434752
4.962765 1.895121
4.651025 2.212919
4.221808 1.667916
4.89398 1.84623
5.498361 2.397
4.519022 1.8944
5.731071 2.052217
4.615476 2.06385
3.883641 1.9723
3.487828 2.147798
4.953143 2.266666
3.486555 2.287221
5.657275 2.187324
5.258687 2.325649
3.748375 2.17357
4.472635 2.22042
5.965014 1.719126
3.22641 2.019238
5.722746 1.840943
5.038453 2.149292
4.232935 2.013627
5.673954 1.684416
3.228686 1.943057
5.757418 2.205358
4.88686 1.806746
4.382293 1.853835
4.745142 2.439978
3.667562 2.599681
3.503891 1.84012
3.105936 2.214042
4.735212 2.343301
4.442497 2.130582
3.804901 1.87563
5.930957 2.146498
5.476938 2.121591
4.515015 1.924262
4.785477 2.506578
4.383 2.249603
5.769184 1.868552
3.394506 1.780542
3.450337 1.784018
4.123859 1.905313
3.321193 1.648712
5.118155 2.042546
5.583402 1.945237
3.996489 2.032825
3.377394 2.26979
5.77134 2.382334
3.469586 2.255964
5.805919 1.840339
5.149371 2.066613
4.359579 1.958599
4.572033 2.06663
4.702567 1.842361
4.911665 2.144136
5.288812 2.150286
4.42234 1.951349
4.46439 2.016077
3.007119 1.762792
4.116068 2.405432
5.77388 2.228567
5.063508 1.98865
4.111585 2.084339
3.777705 1.930392
4.752616 1.802333
3.510646 1.91679
5.681653 2.020967
5.726317 1.867115
5.781749 1.72072
5.233361 1.655862
5.687158 1.940116
4.582014 1.93217
3.457226 2.112693
5.32824 1.518243
4.588116 1.650243
3.109076 1.914832
5.35276 1.872311
4.110531 2.43792
3.174016 1.939339
3.890371 1.571291
4.004898 2.359756
4.973803 1.907772
3.197976 2.039266
3.697972 2.087387
3.956565 2.044304
3.375633 1.812262
5.870463 1.844694
5.102334 2.553756
4.019291 2.154447
3.188127 2.044849
3.092675 1.999559
3.321087 2.181569
4.375881 2.054394
4.653116 2.2605
3.620626 2.025701
4.386829 2.377587
3.012274 2.34094
5.543488 2.109083
3.365538 1.998018
5.072756 1.355468
4.314836 2.016973
3.651077 1.944801
5.989591 2.183563
4.236226 1.850047
3.118761 2.24228
3.567357 1.723714
3.902353 2.075687
5.243793 1.841769
3.114451 1.827169
4.80259 1.880967
5.936051 2.127995
3.311809 1.974651
4.290374 1.91298
5.116748 2.106378
3.111169 1.814275
3.800077 2.221679
4.865532 2.101322
3.413614 2.415712
5.821141 1.53319
4.376983 1.799397
3.640182 2.063935
3.579319 1.729783
4.707026 2.284875
5.593622 2.064615
5.140686 2.097312
5.366071 2.101803
3.206133 2.136963
4.804111 1.722829
4.707615 1.817031
3.201287 2.106652
3.096802 1.887787
5.809272 1.740216
3.744993 2.383238
4.10126 1.576846
5.575535 2.076074
3.353821 1.75177
4.984212 2.06417
4.96175 1.763571
3.579211 1.986834
3.389207 2.180252
5.47328 1.802425
3.626671 1.664699
4.987884 2.248142
5.216702 2.158769
3.252075 2.104359
5.780866 2.104981
5.030713 2.671992
5.259132 2.136317
4.541946 1.67687
5.820549 1.841083
5.521297 1.99035
5.59866 2.219213
5.722347 2.03917
4.988555 1.658131
4.432574 2.273191
3.735517 1.427304
4.944051 2.072438
3.395969 1.684133
5.09554 1.766331
3.75269 2.041561
3.361224 1.926006
5.098242 2.055528
3.536178 2.056716
5.913165 1.78697
4.705788 1.651208
3.126779 1.833755
5.566816 2.077236
3.189115 2.118849
5.541214 2.099236
5.757348 1.842858
4.815865 1.869128
5.903782 1.94809
5.834403 1.9698
5.431933 1.863153
4.903703 2.160117
3.013512 2.254223
4.591435 2.479732
5.490325 1.951
5.341547 1.632763
5.359819 2.488036
3.335359 1.746865
3.947001 1.71521
3.262164 1.885373
4.887066 2.08264
3.67999 2.209214
3.498142 2.601207
3.086925 1.978745
4.756437 1.667765
5.668686 2.205189
4.840018 1.928704
4.409771 1.73618
4.588243 2.352657
5.86621 2.090479
5.826521 2.107683
3.027983 1.930914
3.375038 1.994216
3.090492 2.018227
5.074719 1.849758
3.510913 1.84976
3.125295 2.228523
3.21405 2.42889
4.841598 1.941271
5.717919 2.133993
4.784598 2.239892
4.004683 2.034398
5.617515 2.260978
5.764257 2.768305
3.290414 2.128861
3.084852 2.244982
4.419062 2.29096
5.144082 2.329606
5.453725 1.807103
4.054422 1.724154
5.735721 2.09741
3.417331 1.8617
5.414224 1.962234
4.836078 2.484526
4.649112 1.710404
5.233175 1.684036
4.207646 2.094674
3.039855 2.06202
3.810379 1.918333
3.520429 1.985015
3.701195 1.305082
4.347577 1.591177
3.227623 2.013262
3.037572 1.832165
3.007882 1.952516
5.40395 2.075401
4.528665 2.079373
5.923019 1.97359
5.516716 2.058657
4.979412 2.32858
5.216252 1.900048
5.145769 2.179503
