# channels number
2
# samples number
1000
# sampling rate
0.89
# start date
01-01-0001
# start time
00:00:00.000
# channels names
Model_12_1;Model_12_1
4.934598 7.43812
5.136997 7.73709
1.455039 2.603225
-1.40475 -0.03155711
-1.465497 3.823435
0.2692914 6.895008
-1.160221 4.331885
-5.443435 0.4662341
-7.587495 1.853897
-6.504033 6.425591
-7.815024 5.259839
-9.51893 -1.214575
-8.934845 -3.259015
-6.045095 1.211323
-5.108229 5.093914
-6.403631 2.523403
-4.711687 0.1418243
0.005889599 2.372517
1.961264 6.699126
1.939608 8.572657
3.836514 5.647944
6.821276 1.871284
8.417212 3.219367
9.140094 7.116969
7.445486 5.140597
6.990184 -0.4879685
7.637587 -2.470943
8.1921 -0.350786
5.71529 0.6177177
0.1032662 -1.659178
-1.879717 -4.936743
-0.7979116 -3.762947
-0.1190995 1.398417
-2.141657 2.854288
-5.252132 0.3193548
-6.072407 -1.007712
-4.165634 0.813556
-1.894893 3.861187
-1.827231 3.912105
-4.180881 -1.22006
-3.76461 -6.955117
-1.09028 -6.948135
1.183004 -3.644125
-1.921147 -3.612139
-1.967218 -7.732101
0.1925744 -11.11036
2.536796 -8.34033
1.689333 -3.665321
0.2980032 -0.6140046
0.5498928 -1.205104
2.809269 -2.423374
3.231324 -0.4614262
0.7969933 2.60332
-1.594076 2.632698
-1.76886 -0.9775705
0.6752325 -3.645815
2.868378 -4.232092
-0.8892968 -3.985824
-5.252883 -3.276544
-2.799448 -2.717867
1.375832 -3.646131
1.808949 -5.810702
-2.792131 -4.725554
-3.917079 -1.581769
1.199128 1.326566
4.065479 1.212507
2.217237 -1.04174
-2.000552 -0.3962145
-1.980454 1.072822
3.138583 -0.3410415
3.29003 -3.91376
-1.507734 -5.612109
-2.874317 -5.731528
2.158779 -4.386072
4.13339 -3.464576
2.595056 -5.040965
0.7293358 -3.584614
2.867852 -0.4394015
7.465564 0.2862405
6.567711 -1.096688
2.602057 -0.6571119
2.103476 2.441996
4.660697 3.973403
6.402115 2.098081
3.291244 -0.01043862
-0.2810156 1.858985
0.05014194 2.899031
0.485907 -0.7148569
0.963433 -5.870538
-2.134761 -7.300268
-4.513159 -4.837136
-4.235167 -3.573696
-4.717213 -3.824091
-4.296086 -3.669424
-4.56623 -0.4304003
-5.090576 4.863358
-3.481577 5.890767
-2.032617 1.865878
-1.759717 0.217738
-2.213353 3.935075
-0.5300881 6.761164
-0.04045776 5.040723
1.242441 2.100297
2.824283 1.881153
2.439406 4.002827
1.239645 3.387563
1.510342 2.022834
0.2004622 2.035905
-1.900259 3.801477
-2.9111 6.7056
-4.378393 7.198
-3.881189 6.199285
-2.983668 4.238727
-3.393951 4.886218
-2.338659 7.749515
-0.9242415 6.522198
-0.4355396 2.083653
-1.922274 -0.7236078
-0.7169976 0.4736425
-0.6525131 3.656277
-1.282615 5.158927
-2.7156 6.259079
-3.276554 9.402584
-2.920582 11.69637
-1.673223 10.64627
-2.320894 6.354902
-3.066456 2.890942
-1.527531 2.812147
1.116886 3.186635
1.701342 2.529266
2.97821 0.5168248
3.876495 -0.8557695
6.393392 1.918583
7.793029 6.80234
8.166793 7.177779
8.125895 4.730943
7.417527 6.006712
8.770026 10.96605
8.326391 13.70337
6.225722 12.02627
4.745208 10.75271
5.311886 10.07067
6.674829 8.758615
5.537347 6.084394
1.578557 3.302922
1.220864 2.026224
2.638636 2.604867
3.029705 1.488379
1.251772 0.177399
-1.127294 1.330311
-1.668914 4.702985
-0.1794962 6.895966
2.048304 7.528497
-0.6396098 9.760088
-2.616374 13.32576
-1.075393 12.14683
3.198322 6.894746
4.186633 4.389474
0.1243486 4.671636
-0.9784979 3.122902
1.795626 -3.431214
2.849815 -8.213589
1.602031 -4.61748
-2.527977 0.8673437
-3.061177 1.949962
-1.259867 0.0391167
-0.8331594 3.110404
-3.606569 9.838007
-5.917876 12.22058
-3.864779 6.974864
-0.2594391 0.7697635
0.5321391 -0.3300543
-3.162588 -0.1570038
-5.655389 -4.431635
-3.55905 -9.656037
1.268011 -11.63886
1.009172 -10.71524
-3.097423 -6.764973
-3.852962 -2.434824
0.1847807 0.7046072
2.597767 4.233406
1.43913 7.430562
-0.2582504 7.031496
0.8722521 3.317521
2.986591 -1.153327
4.173084 -4.182042
1.414533 -5.948227
-0.8022107 -8.054425
-1.063748 -12.5974
0.2742259 -16.03783
-1.610648 -12.33853
-4.093893 -5.373614
-4.916661 -3.035055
-2.066633 -4.784601
-2.281279 -1.207285
-5.143263 6.411489
-7.017033 10.28576
-3.922303 3.171605
-1.041167 -7.320472
-2.328044 -10.22044
-2.549997 -6.88315
1.006541 -6.249835
4.618978 -11.00832
5.029607 -15.42058
5.38311 -10.98746
3.260506 -0.9158515
3.212731 3.378686
4.157015 0.1682701
4.206171 -0.1495241
0.2350758 5.25341
-2.792199 8.398091
-2.806497 3.734634
-0.6605476 -5.310775
-2.494627 -8.029589
-6.295278 -3.638258
-6.13142 -2.95539
-3.182206 -9.774323
-1.980712 -15.65051
-1.697415 -10.49368
-2.028423 1.18948
-0.2950603 4.067054
1.345503 -0.2557864
4.206723 -1.760572
4.857549 5.26904
5.544229 10.64135
3.501578 7.742792
3.969687 0.6108708
5.043338 -1.516511
4.974834 0.06994432
2.32585 -0.8489189
-0.4094532 -6.046331
-1.406012 -11.27509
-1.763693 -9.237139
-4.74004 -1.002192
-5.242535 3.467021
-3.803972 0.5500729
-3.444517 -1.576383
-5.150133 1.372599
-4.279131 6.264111
-0.8646165 8.522533
-0.8702864 5.356169
-1.957953 1.602068
0.4688872 0.1755924
3.914394 2.873659
5.576571 3.000905
4.537225 -1.867243
5.87903 -5.141057
9.081337 -0.316884
10.90123 6.459464
8.829418 8.475354
7.646521 7.010399
8.324264 8.454198
7.338913 12.51209
4.603503 15.45387
1.311183 13.35933
0.1316224 9.737988
-0.4977821 9.399124
-3.19937 11.59824
-5.111786 11.17901
-4.595304 8.125257
-2.656854 5.066193
-0.7306572 4.8157
-1.574485 7.277468
-2.9537 7.331122
-2.833316 5.206489
0.9416857 4.443555
2.309887 6.861906
-1.063776 11.03744
-4.635102 13.26303
-1.345994 10.59041
1.807376 7.227967
0.4471664 7.703319
-2.274045 8.208723
-2.334073 6.440475
0.9401024 2.921968
2.639409 0.6765478
-0.6427853 1.801117
-4.443407 3.183611
-3.127056 3.259703
-0.8873971 3.798068
-1.993326 5.7482
-3.785062 8.631934
-4.162898 8.679897
-5.020362 7.926545
-4.13758 7.914287
-1.360605 8.41214
-1.974552 6.504049
-2.446638 3.295491
-2.337975 2.010749
-1.48971 1.937406
-0.1037732 1.001314
1.067532 -0.8078374
0.6427158 -0.8581141
0.7425194 0.2207559
2.137748 2.282653
4.964942 2.928538
5.988313 3.016281
3.726711 3.449615
1.792446 4.368756
3.355259 5.385212
4.202769 5.261792
2.601652 4.257061
-1.189274 2.355381
-2.180864 0.5086997
-1.239399 -0.5216212
-1.490506 -1.72786
-2.993524 -3.636382
-5.651927 -4.713568
-5.605949 -3.813623
-3.149956 -3.058639
-0.7290683 -0.6412706
-3.249202 3.35509
-6.617322 6.870005
-5.480199 6.779754
-0.8601979 4.89906
-0.6294253 2.910016
-1.750899 2.569402
-2.054784 1.607086
0.7252269 -0.1746495
1.55928 -2.249443
1.429972 -4.258606
2.336817 -4.442275
2.192838 -2.288827
1.962619 -0.1211381
2.732719 0.7782099
3.635997 0.1286405
2.365554 0.7372847
0.1407701 2.35111
-1.639766 2.981295
-0.08570085 2.410855
1.080397 1.941294
-1.555877 0.8143781
-3.826314 -2.335983
-3.041034 -4.298246
-0.1527761 -5.199587
-0.3198552 -9.288681
-3.343014 -14.10961
-4.279819 -15.04365
-2.595897 -11.47697
-0.3814737 -8.692168
-0.4743538 -8.877833
-2.656883 -10.1661
-3.217716 -8.279402
0.4979901 -5.644578
3.511788 -6.213017
1.619176 -8.136524
0.566664 -9.380017
2.704175 -9.879919
5.962753 -10.23114
6.561846 -10.78457
5.196088 -10.91365
4.355528 -10.61577
6.46411 -10.50472
7.41714 -10.77101
4.387069 -8.665794
1.310426 -6.707633
2.46822 -5.237983
2.462781 -5.462664
-1.407646 -7.28223
-5.074957 -8.302982
-6.242769 -5.30808
-7.088193 -2.409257
-6.869943 -5.101717
-6.60902 -8.523552
-8.403746 -7.860293
-8.491724 -3.982009
-6.530584 -0.6363623
-3.403484 -1.427697
-1.728952 -3.577291
-1.367787 -2.534021
-1.606848 1.110633
1.990126 3.901704
4.232889 1.706549
3.967895 -2.951829
3.374941 -5.402804
3.353965 -5.599577
3.588729 -5.803458
3.797693 -7.337606
2.033675 -7.266489
-0.2926179 -4.070146
-2.608891 1.014475
-4.224068 3.557407
-2.992086 4.318694
-4.000887 4.47539
-5.862137 4.326379
-5.470582 4.909282
-4.768895 4.050921
-2.85532 -0.2975511
-1.867741 -5.254808
-2.668795 -8.741101
-0.9775937 -8.708782
3.568691 -6.726961
6.440401 -6.745954
4.110529 -8.101357
3.145693 -7.004412
6.041975 -1.318825
7.786904 5.729739
6.634823 7.544234
1.80642 5.748898
-0.337687 4.610394
1.512162 6.363038
3.787769 5.894834
0.5602366 -0.4056255
-4.932465 -7.897916
-6.863737 -10.72727
-4.168208 -8.758147
-2.396199 -7.842544
-4.798938 -8.753489
-8.233879 -8.888793
-5.447654 -6.221502
-1.636347 -0.8166494
0.3194578 2.906048
-0.5933179 2.334354
-0.1748584 1.183683
1.058279 3.060117
2.725318 3.54031
4.422907 -1.405135
3.66766 -7.305298
1.021444 -9.914286
2.317149 -9.242063
3.159579 -8.05985
2.889585 -9.254186
1.460725 -11.64912
0.4561401 -10.66482
-1.461756 -6.749039
-3.892625 -4.023029
-4.926228 -3.167775
-3.041621 -1.005402
-3.336319 -0.1578097
-5.418574 -0.3773454
-6.23766 -2.418302
-3.854415 -3.529779
-0.04750992 -2.312255
-0.5025091 -3.173826
-2.727282 -7.037149
-1.268579 -11.18378
1.915022 -11.37185
4.008852 -8.135237
1.77689 -5.978694
-0.4789388 -8.18485
2.037513 -9.666533
4.803269 -5.031048
5.468108 2.176205
2.424196 4.733802
1.629489 2.804036
5.671014 2.285769
5.971502 4.015972
2.715771 3.947632
0.4898458 1.078273
0.9433028 -2.788554
1.469493 -5.754788
0.7341608 -6.571896
-0.5286719 -5.830652
-1.929709 -4.454009
-1.65227 -2.7176
-0.1367515 -1.410849
-0.920881 -0.1204462
-2.535255 2.478707
-1.806224 3.572927
0.4487393 3.686076
0.06818558 4.204536
-2.3033 5.745708
-3.050151 4.706718
0.05132126 0.7241585
3.442697 -3.22468
3.378379 -5.246403
1.987231 -5.588928
1.986502 -5.652765
4.443452 -5.605864
5.402829 -4.129773
4.935114 -1.363184
1.944388 -0.8813409
0.9309514 -2.353264
0.4339357 -3.620696
-0.04848101 -2.935562
-0.9553001 -0.3990067
-2.157861 -0.7593688
-2.453848 -4.612445
-0.5897308 -7.33884
0.09506522 -4.781308
0.9592707 -2.265023
2.189114 -2.384864
3.738533 -4.196202
4.468889 -4.661283
4.483373 -2.29895
4.585916 -0.3175564
5.187744 -0.557026
3.810446 -0.4092827
1.716198 0.7731994
-1.131534 2.026735
-0.6066463 2.09348
-1.209025 1.229656
-1.646493 0.3382569
-4.327151 1.184971
-5.870313 2.292529
-4.032192 3.427522
-2.478197 4.989612
-2.917322 5.197668
-4.953552 3.36898
-5.863851 2.165453
-4.691604 2.089723
-1.588157 2.500928
-0.9207632 1.560923
-3.4993 0.2292402
-4.042202 -0.009043721
-3.074747 1.445419
-1.52255 3.031709
-2.182024 3.344572
-4.428063 3.165375
-2.956065 4.201312
-0.1126851 7.547676
-0.8143194 11.0615
-0.5785677 12.35073
2.345576 10.1871
4.784417 7.781488
5.233197 9.840464
5.201849 11.63388
5.460818 10.9492
5.65335 8.203175
6.803828 6.472468
6.393878 6.933868
3.348485 7.1835
0.09435291 6.534904
-1.393764 5.105444
-1.403137 6.193131
-2.988555 9.322885
-5.817617 11.55516
-9.398265 10.99857
-9.149332 10.17324
-7.48522 10.22646
-5.398955 11.72436
-5.696934 11.56481
-5.484925 6.915216
-2.475459 0.03766584
1.920542 -2.614728
5.551856 -0.5166892
4.947629 0.6333339
3.139514 -2.433283
5.529019 -5.492374
8.802323 -2.491983
8.170862 2.921328
4.762652 4.757687
5.29146 3.508636
6.715363 2.753261
5.920108 4.462398
3.56914 4.97666
0.8268974 1.907482
-0.5661025 -3.938054
-0.903866 -7.554757
-1.847776 -7.058852
-3.718753 -6.185877
-4.491014 -6.84408
-3.760391 -7.831029
-1.708927 -6.287375
-0.8615236 -1.654514
-2.214669 2.120891
-1.808595 3.040097
2.951683 1.957133
5.296188 2.405185
4.008759 4.162612
2.989287 4.243996
5.192017 -0.5850209
6.555801 -5.408301
5.030593 -7.128327
1.820166 -7.068213
1.377474 -6.375448
2.047879 -6.886475
1.379186 -6.437817
0.009726603 -4.470951
-1.336452 -3.752889
-0.3471892 -4.980666
-1.461278 -4.143394
-3.341661 -0.2257414
-5.135995 2.733066
-4.444676 1.002174
-3.321101 -2.77794
-4.824524 -5.335939
-7.610085 -6.683381
-6.150582 -8.252733
-1.263263 -11.39133
2.183013 -13.76559
-0.2756895 -14.16389
-1.691646 -11.76559
1.925466 -8.519394
6.29647 -3.907564
8.787144 0.01817515
6.155847 1.35196
2.463613 2.0233
2.88771 2.989015
5.99021 3.225811
4.10932 0.08489524
-1.393959 -5.04694
-5.21536 -8.35966
-4.876678 -9.073472
-3.608966 -9.679094
-3.906254 -10.76476
-7.332018 -9.51357
-9.39607 -7.095958
-4.564712 -5.150946
-0.2779891 -3.048612
-1.689004 -1.147817
-3.13022 1.196491
-2.159759 3.248784
1.188404 3.682968
4.242595 2.667371
4.244602 1.219608
3.258056 0.2207562
2.672227 -0.4592488
3.821349 -1.790428
5.300564 -1.77148
3.531247 -0.01745929
1.532269 2.217117
-0.48489 3.425195
-1.878213 4.625528
-1.662545 4.715471
-3.032308 3.535775
-5.488675 1.708907
-6.008771 1.657319
-2.344109 2.45286
0.8094954 0.4808441
0.7159804 -3.776129
-0.1027509 -5.892242
1.510862 -5.390371
4.94859 -3.998572
6.150797 -3.447145
5.463141 -2.308497
4.465069 -1.275864
5.594422 -0.5724312
7.052674 -1.100985
5.888902 -0.780127
2.658161 -1.196082
0.155209 -2.40863
0.4346104 -6.015652
-0.8259908 -8.61985
-4.960019 -8.892676
-9.170512 -9.348097
-9.559027 -8.212524
-7.307621 -6.588773
-8.482818 -4.092768
-9.185963 -1.793936
-9.070615 -0.1400207
-7.256177 -0.2909759
-4.087801 -2.15805
-2.147981 -3.062121
0.685088 -2.912475
3.607841 -3.763055
5.249269 -5.370292
7.726677 -6.335382
9.573426 -4.338262
11.37277 -1.978107
11.06835 -0.9981664
9.577306 -0.04646205
8.299766 2.984521
6.434053 5.204946
2.43897 3.78423
1.86195 2.352898
0.940574 2.719873
-3.275538 2.453069
-6.329541 0.8675941
-6.495175 -0.6867177
-5.456937 -0.6675005
-5.562101 0.2021178
-8.37296 1.380287
-9.27875 1.757779
-7.455917 2.065751
-4.180001 5.850213
-3.837852 8.568894
-4.088256 9.082175
-4.413231 7.621541
-1.956154 6.513211
0.6367967 6.379004
2.473883 7.872717
1.314008 8.793541
-0.5733826 7.544014
1.391173 6.160098
4.929996 7.615974
4.215312 9.547409
0.915199 8.251025
-0.9242955 4.152163
2.197973 4.564171
5.207064 10.12733
1.891501 13.70845
-3.262809 10.64151
-3.501083 6.720189
-0.7091925 7.278209
-0.4363883 11.74368
-3.178651 13.81262
-5.385839 11.18888
-6.37368 7.363972
-3.34751 7.166278
-0.9554724 10.27305
-0.2817582 11.16398
-0.711897 7.000105
1.678465 3.614538
5.335122 5.653551
8.414048 9.427918
7.024973 7.377711
5.204688 2.533063
8.087144 2.128356
11.52416 6.17663
9.414291 7.859979
3.858741 6.810872
-0.5019716 6.487472
1.391879 8.315389
1.521421 9.142878
-2.012222 5.767976
-6.929 0.7555298
-8.191445 -1.478968
-5.204363 0.7193875
-2.989659 1.893393
-4.821655 -2.071401
-7.268677 -5.911031
-4.310793 -4.56072
0.1803725 0.2691935
3.35643 3.692203
1.671635 1.035286
-0.5603644 -1.706544
